,date,time,team2,score1,score2,year,day_of_week,is_weekend,day_of_month,month,quarter,day_of_year,week_of_year,season,is_month_start_end,hour,minute,time_of_day,is_work_time,decimal_time,is_afternoon,days_until_weekend,days_until_end_of_month,scorediff,avg_scorediff_by_team,games_played_with_team,cumulative_scorediff_with_team,win_ratio_with_team,avg_scorediff_by_season
135,2021-05-16,19:00:00,СПбГУ,1.0,0.0,2021,6,1,16,5,2,136,19,1,0,19,0,3,0,19.0,1,6,15,1.0,1.0,11,6.0,0.6363636363636364,1.1627906976744187
136,2021-05-23,19:00:00,СПбГУТ,0.0,4.0,2021,6,1,23,5,2,143,20,1,0,19,0,3,0,19.0,1,6,8,-4.0,-0.25,12,-8.0,0.4166666666666667,1.1627906976744187
137,2021-05-30,20:15:00,Горный университет,0.0,0.0,2021,6,1,30,5,2,150,21,1,0,20,15,3,0,20.25,1,6,1,0.0,2.4615384615384617,26,15.0,0.6153846153846154,1.1627906976744187
138,2021-06-02,17:00:00,СЗИУ РАНХиГС,3.0,0.0,2021,2,0,2,6,2,153,22,2,0,17,0,2,1,17.0,1,3,28,3.0,0.4,5,0.0,0.6,0.7272727272727273
139,2021-06-09,18:15:00,"БГТУ ""ВОЕНМЕХ""",4.0,0.0,2021,2,0,9,6,2,160,23,2,0,18,15,3,0,18.25,1,3,21,4.0,0.6,5,4.0,0.4,0.7272727272727273
140,2021-06-16,17:00:00,РГПУ им. А.И. Герцена,1.0,4.0,2021,2,0,16,6,2,167,24,2,0,17,0,2,1,17.0,1,3,14,-3.0,-3.0,2,-6.0,0.0,0.7272727272727273
141,2021-06-25,18:30:00,СПбГЛТУ,2.0,3.0,2021,4,0,25,6,2,176,25,2,0,18,30,3,0,18.5,1,1,5,-1.0,5.363636363636363,11,17.0,0.8181818181818182,0.7272727272727273
142,2019-10-05,09:00:00,СПбГЭТУ ЛЭТИ,2.0,4.0,2019,5,1,5,10,4,278,40,3,0,9,0,1,1,9.0,0,0,26,-2.0,-1.0,6,-3.0,0.0,0.5704697986577181
143,2019-10-20,15:30:00,ГИЭФПТ,3.0,2.0,2019,6,1,20,10,4,293,42,3,0,15,30,2,1,15.5,1,6,11,1.0,1.0,1,1.0,1.0,0.5704697986577181
144,2019-10-27,15:30:00,СПбГЭТУ ЛЭТИ,0.0,1.0,2019,6,1,27,10,4,300,43,3,0,15,30,2,1,15.5,1,6,4,-1.0,-1.0,6,-4.0,0.0,0.5704697986577181
145,2019-11-07,20:30:00,Горный университет,2.0,6.0,2019,3,0,7,11,4,311,45,3,0,20,30,3,0,20.5,1,2,23,-4.0,2.4615384615384617,26,11.0,0.6153846153846154,0.5704697986577181
146,2019-11-10,15:30:00,СЗИУ РАНХиГС,5.0,0.0,2019,6,1,10,11,4,314,45,3,0,15,30,2,1,15.5,1,6,20,5.0,0.4,5,5.0,0.6,0.5704697986577181
147,2019-11-14,20:30:00,Горный университет,4.0,4.0,2019,3,0,14,11,4,318,46,3,0,20,30,3,0,20.5,1,2,16,0.0,2.4615384615384617,26,11.0,0.6153846153846154,0.5704697986577181
148,2022-05-23,15:15:00,Горный университет,4.0,1.0,2022,0,0,23,5,2,143,21,1,0,15,15,2,1,15.25,1,5,8,3.0,2.4615384615384617,26,14.0,0.6153846153846154,1.1627906976744187
149,2022-05-30,15:15:00,СПбГУПТД,0.0,2.0,2022,0,0,30,5,2,150,22,1,0,15,15,2,1,15.25,1,5,1,-2.0,0.12,25,19.0,0.4,1.1627906976744187
150,2022-06-06,13:30:00,НГУ им. Лесгафта,4.0,2.0,2022,0,0,6,6,2,157,23,2,0,13,30,2,1,13.5,1,5,24,2.0,0.8333333333333334,6,5.0,0.6666666666666666,0.7272727272727273
151,2022-06-14,15:15:00,РГПУ им. Герцена,2.0,4.0,2022,1,0,14,6,2,165,24,2,0,15,15,2,1,15.25,1,4,16,-2.0,0.3333333333333333,9,4.0,0.3333333333333333,0.7272727272727273
152,2022-06-21,13:30:00,ГУМРФ,18.0,0.0,2022,1,0,21,6,2,172,25,2,0,13,30,2,1,13.5,1,4,9,18.0,5.416666666666667,12,42.0,0.8333333333333334,0.7272727272727273
153,2022-12-04,16:00:00,Локомотив 2006,12.0,1.0,2022,6,1,4,12,4,338,48,0,0,16,0,2,1,16.0,1,6,27,11.0,11.0,1,11.0,1.0,-0.525
154,2022-12-10,13:00:00,ФК Звезда,4.0,2.0,2022,5,1,10,12,4,344,49,0,0,13,0,2,1,13.0,1,0,21,2.0,-0.3333333333333333,9,3.0,0.3333333333333333,-0.525
155,2022-12-16,20:00:00,СШ Красносельского района 2006,9.0,2.0,2022,4,0,16,12,4,350,50,0,0,20,0,3,0,20.0,1,1,15,7.0,7.0,1,7.0,1.0,-0.525
156,2022-12-25,20:30:00,ВЕЗУ,6.0,0.0,2022,6,1,25,12,4,359,51,0,0,20,30,3,0,20.5,1,6,6,6.0,0.4,5,6.0,0.4,-0.525
157,2023-01-15,16:00:00,Коломяги (Олимпийские надежды) мол.,2.0,0.0,2023,6,1,15,1,1,15,2,0,0,16,0,2,1,16.0,1,6,16,2.0,2.0,1,2.0,1.0,-0.525
158,2023-01-22,16:00:00,СШ №2 ВО Звезда мол.-д,2.0,1.0,2023,6,1,22,1,1,22,3,0,0,16,0,2,1,16.0,1,6,9,1.0,1.0,1,1.0,1.0,-0.525
159,2023-01-26,20:00:00,СШОР №1 Московского района 2006,3.0,0.0,2023,3,0,26,1,1,26,4,0,0,20,0,3,0,20.0,1,2,5,3.0,3.0,1,3.0,1.0,-0.525
160,2023-02-04,20:30:00,Алмаз-Антей мол.,3.0,0.0,2023,5,1,4,2,1,35,5,0,0,20,30,3,0,20.5,1,0,24,3.0,3.0,1,3.0,1.0,-0.525
161,2021-10-08,18:00:00,ГУМРФ,12.0,0.0,2021,4,0,8,10,4,281,40,3,0,18,0,3,0,18.0,1,1,23,12.0,5.416666666666667,12,54.0,0.8333333333333334,0.5704697986577181
162,2021-10-15,19:00:00,"БГТУ ""ВОЕНМЕХ""",0.0,0.0,2021,4,0,15,10,4,288,41,3,0,19,0,3,0,19.0,1,1,16,0.0,0.6,5,4.0,0.4,0.5704697986577181
163,2021-10-22,17:00:00,СПбГУПТД,5.0,3.0,2021,4,0,22,10,4,295,42,3,0,17,0,2,1,17.0,1,1,9,2.0,0.12,25,21.0,0.4,0.5704697986577181
164,2021-10-29,19:00:00,РГПУ им. А.И.Герцена,2.0,9.0,2021,4,0,29,10,4,302,43,3,0,19,0,3,0,19.0,1,1,2,-7.0,-1.8333333333333333,6,-5.0,0.3333333333333333,0.5704697986577181
165,2021-11-12,18:00:00,ГУМРФ,8.0,0.0,2021,4,0,12,11,4,316,45,3,0,18,0,3,0,18.0,1,1,18,8.0,5.416666666666667,12,62.0,0.8333333333333334,0.5704697986577181
166,2021-11-19,19:00:00,"БГТУ ""ВОЕНМЕХ""",2.0,2.0,2021,4,0,19,11,4,323,46,3,0,19,0,3,0,19.0,1,1,11,0.0,0.6,5,4.0,0.4,0.5704697986577181
167,2021-11-26,17:00:00,СПбГУПТД,8.0,0.0,2021,4,0,26,11,4,330,47,3,0,17,0,2,1,17.0,1,1,4,8.0,0.12,25,29.0,0.4,0.5704697986577181
168,2021-12-03,19:00:00,РГПУ им. А.И.Герцена,0.0,12.0,2021,4,0,3,12,4,337,48,0,0,19,0,3,0,19.0,1,1,28,-12.0,-1.8333333333333333,6,-17.0,0.3333333333333333,-0.525
169,2021-12-10,18:00:00,ЛГУ им. А.С.Пушкина,1.0,1.0,2021,4,0,10,12,4,344,49,0,0,18,0,3,0,18.0,1,1,21,0.0,-3.0,5,0.0,0.0,-0.525
170,2021-12-17,18:00:00,ЛГУ им. А.С.Пушкина,0.0,5.0,2021,4,0,17,12,4,351,50,0,0,18,0,3,0,18.0,1,1,14,-5.0,-3.0,5,-5.0,0.0,-0.525
171,2024-10-29,21:30:00,Горный университет,7.0,3.0,2024,1,0,29,10,4,303,44,3,0,21,30,3,0,21.5,1,4,2,4.0,2.4615384615384617,26,18.0,0.6153846153846154,0.5704697986577181
172,2024-11-05,21:30:00,СПбГЭТУ ЛЭТИ,4.0,4.0,2024,1,0,5,11,4,310,45,3,0,21,30,3,0,21.5,1,4,25,0.0,-1.0,6,-4.0,0.0,0.5704697986577181
173,2024-11-20,21:00:00,Университет ГПС МЧС,2.0,6.0,2024,2,0,20,11,4,325,47,3,0,21,0,3,0,21.0,1,3,10,-4.0,0.0,2,0.0,0.5,0.5704697986577181
174,2016-12-04,13:00:00,Алмаз-Антей U-21,0.0,2.0,2016,6,1,4,12,4,339,48,0,0,13,0,2,1,13.0,1,6,27,-2.0,-1.0,2,-2.0,0.0,-0.525
175,2016-12-10,14:30:00,Тосно U-21,1.0,2.0,2016,5,1,10,12,4,345,49,0,0,14,30,2,1,14.5,1,0,21,-1.0,-1.0,1,-1.0,0.0,-0.525
176,2016-12-17,13:00:00,Московская Застава U-21,1.0,3.0,2016,5,1,17,12,4,352,50,0,0,13,0,2,1,13.0,1,0,14,-2.0,-1.0,2,-2.0,0.0,-0.525
177,2016-12-24,14:30:00,СТД Петрович,1.0,2.0,2016,5,1,24,12,4,359,51,0,0,14,30,2,1,14.5,1,0,7,-1.0,0.14285714285714285,7,-2.0,0.2857142857142857,-0.525
178,2017-01-07,10:00:00,Дина,2.0,2.0,2017,5,1,7,1,1,7,1,0,0,10,0,1,1,10.0,0,0,24,0.0,0.0,1,0.0,0.0,-0.525
179,2017-01-15,11:30:00,Невский фронт,1.0,0.0,2017,6,1,15,1,1,15,2,0,0,11,30,1,1,11.5,0,6,16,1.0,1.0,1,1.0,1.0,-0.525
180,2017-01-21,16:00:00,ДЮСШ Звезда U-18,0.0,4.0,2017,5,1,21,1,1,21,3,0,0,16,0,2,1,16.0,1,0,10,-4.0,-4.0,1,-4.0,0.0,-0.525
181,2017-02-19,14:30:00,Невский фронт U-21,4.0,2.0,2017,6,1,19,2,1,50,7,0,0,14,30,2,1,14.5,1,6,9,2.0,2.0,1,2.0,1.0,-0.525
182,2017-02-25,10:00:00,Локомотив U-21,6.0,4.0,2017,5,1,25,2,1,56,8,0,0,10,0,1,1,10.0,0,0,3,2.0,2.0,1,2.0,1.0,-0.525
183,2024-05-14,14:15:00,РГПУ им. Герцена,6.0,0.0,2024,1,0,14,5,2,135,20,1,0,14,15,2,1,14.25,1,4,17,6.0,0.3333333333333333,9,10.0,0.3333333333333333,1.1627906976744187
184,2024-05-21,14:15:00,Горный университет,2.0,2.0,2024,1,0,21,5,2,142,21,1,0,14,15,2,1,14.25,1,4,10,0.0,2.4615384615384617,26,18.0,0.6153846153846154,1.1627906976744187
185,2024-05-28,14:15:00,БГТУ ВОЕНМЕХ,3.0,0.0,2024,1,0,28,5,2,149,22,1,0,14,15,2,1,14.25,1,4,3,3.0,0.8333333333333334,6,5.0,0.5,1.1627906976744187
186,2024-06-04,14:15:00,НГУ им. Лесгафта,1.0,2.0,2024,1,0,4,6,2,156,23,2,0,14,15,2,1,14.25,1,4,26,-1.0,0.8333333333333334,6,4.0,0.6666666666666666,0.7272727272727273
187,2024-06-30,18:15:00,СПбГУПТД,0.0,2.0,2024,6,1,30,6,2,182,26,2,1,18,15,3,0,18.25,1,6,0,-2.0,0.12,25,27.0,0.4,0.7272727272727273
188,2018-02-12,17:45:00,Университет ИТМО,1.0,4.0,2018,0,0,12,2,1,43,7,0,0,17,45,2,1,17.75,1,5,16,-3.0,0.6,15,0.0,0.6,-0.525
189,2018-02-20,19:30:00,СПбГАУ,6.0,4.0,2018,1,0,20,2,1,51,8,0,0,19,30,3,0,19.5,1,4,8,2.0,0.6666666666666666,3,5.0,0.6666666666666666,-0.525
190,2018-03-01,16:00:00,ГУМРФ,1.0,5.0,2018,3,0,1,3,1,60,9,1,1,16,0,2,1,16.0,1,2,30,-4.0,5.416666666666667,12,58.0,0.8333333333333334,1.1627906976744187
191,2018-03-08,15:00:00,СПбГЭУ,2.0,7.0,2018,3,0,8,3,1,67,10,1,0,15,0,2,1,15.0,1,2,23,-5.0,-1.0,9,-14.0,0.3333333333333333,1.1627906976744187
192,2018-03-14,16:30:00,УГПС МЧС,4.0,5.0,2018,2,0,14,3,1,73,11,1,0,16,30,2,1,16.5,1,3,17,-1.0,0.5,4,2.0,0.5,1.1627906976744187
193,2018-03-19,18:45:00,СПбГУПТД,3.0,2.0,2018,0,0,19,3,1,78,12,1,0,18,45,3,0,18.75,1,5,12,1.0,0.12,25,28.0,0.4,1.1627906976744187
194,2018-03-29,17:30:00,НГУ им. П.Ф. Лесгафта,4.0,9.0,2018,3,0,29,3,1,88,13,1,0,17,30,2,1,17.5,1,2,2,-5.0,-0.5,10,-6.0,0.3,1.1627906976744187
195,2018-04-02,19:00:00,ВКА им. Можайского,3.0,3.0,2018,0,0,2,4,2,92,14,1,0,19,0,3,0,19.0,1,5,28,0.0,4.0,2,8.0,0.5,1.1627906976744187
196,2018-04-09,19:00:00,СПбГЛТУ,14.0,2.0,2018,0,0,9,4,2,99,15,1,0,19,0,3,0,19.0,1,5,21,12.0,5.363636363636363,11,29.0,0.8181818181818182,1.1627906976744187
197,2021-03-05,20:30:00,Университет ГПС МЧС России,1.0,2.0,2021,4,0,5,3,1,64,9,1,0,20,30,3,0,20.5,1,1,26,-1.0,-1.0,1,-1.0,0.0,1.1627906976744187
198,2021-03-12,17:30:00,Университет ИТМО,3.0,2.0,2021,4,0,12,3,1,71,10,1,0,17,30,2,1,17.5,1,1,19,1.0,0.6,15,1.0,0.6,1.1627906976744187
199,2021-03-19,19:00:00,НГУ им. П.Ф. Лесгафта,4.0,6.0,2021,4,0,19,3,1,78,11,1,0,19,0,3,0,19.0,1,1,12,-2.0,-0.5,10,-8.0,0.3,1.1627906976744187
200,2021-03-26,17:30:00,СПбГЭТУ «ЛЭТИ»,3.0,4.0,2021,4,0,26,3,1,85,12,1,0,17,30,2,1,17.5,1,1,5,-1.0,0.3333333333333333,3,1.0,0.6666666666666666,1.1627906976744187
201,2021-04-02,19:00:00,Горный университет,4.0,0.0,2021,4,0,2,4,2,92,13,1,0,19,0,3,0,19.0,1,1,28,4.0,2.4615384615384617,26,22.0,0.6153846153846154,1.1627906976744187
202,2021-04-03,14:30:00,ГУМРФ,4.0,3.0,2021,5,1,3,4,2,93,13,1,0,14,30,2,1,14.5,1,0,27,1.0,5.416666666666667,12,59.0,0.8333333333333334,1.1627906976744187
203,2021-04-09,17:30:00,СПбГЭУ,2.0,0.0,2021,4,0,9,4,2,99,14,1,0,17,30,2,1,17.5,1,1,21,2.0,-1.0,9,-12.0,0.3333333333333333,1.1627906976744187
204,2021-04-16,17:30:00,СПбГАСУ,4.0,1.0,2021,4,0,16,4,2,106,15,1,0,17,30,2,1,17.5,1,1,14,3.0,-0.25,4,3.0,0.5,1.1627906976744187
205,2021-04-23,16:00:00,СПбГУПТД,3.0,5.0,2021,4,0,23,4,2,113,16,1,0,16,0,2,1,16.0,1,1,7,-2.0,0.12,25,26.0,0.4,1.1627906976744187
206,2020-10-11,16:30:00,Горный университет,4.0,0.0,2020,6,1,11,10,4,285,41,3,0,16,30,2,1,16.5,1,6,20,4.0,2.4615384615384617,26,26.0,0.6153846153846154,0.5704697986577181
207,2020-10-17,13:30:00,СПбГЛТУ,3.0,0.0,2020,5,1,17,10,4,291,42,3,0,13,30,2,1,13.5,1,0,14,3.0,5.363636363636363,11,32.0,0.8181818181818182,0.5704697986577181
208,2020-10-24,16:30:00,СПбГАСУ,1.0,0.0,2020,5,1,24,10,4,298,43,3,0,16,30,2,1,16.5,1,0,7,1.0,-0.25,4,4.0,0.5,0.5704697986577181
209,2024-05-15,21:20:00,Авангард,3.0,4.0,2024,2,0,15,5,2,136,20,1,0,21,20,3,0,21.333333333333332,1,3,16,-1.0,-1.25,4,-7.0,0.25,1.1627906976744187
210,2024-05-24,21:20:00,Кировец-ГУТИД,3.0,4.0,2024,4,0,24,5,2,145,21,1,0,21,20,3,0,21.333333333333332,1,1,7,-1.0,-1.75,4,-5.0,0.25,1.1627906976744187
211,2024-05-31,21:20:00,СТД Петрович,2.0,0.0,2024,4,0,31,5,2,152,22,1,1,21,20,3,0,21.333333333333332,1,1,0,2.0,0.14285714285714285,7,0.0,0.2857142857142857,1.1627906976744187
212,2024-06-05,21:00:00,РВЧеллендж,0.0,5.0,2024,2,0,5,6,2,157,23,2,0,21,0,3,0,21.0,1,3,25,-5.0,-1.5,4,-5.0,0.25,0.7272727272727273
213,2024-06-12,21:20:00,ВЕЗУ,4.0,0.0,2024,2,0,12,6,2,164,24,2,0,21,20,3,0,21.333333333333332,1,3,18,4.0,0.4,5,10.0,0.4,0.7272727272727273
214,2024-06-21,19:30:00,Звезда,0.0,1.0,2024,4,0,21,6,2,173,25,2,0,19,30,3,0,19.5,1,1,9,-1.0,-2.0,2,-1.0,0.0,0.7272727272727273
